	fname	Emotion_pos_mean	Emotion_neg_mean	Emotion_pos_series	Emotion_neg_series	fname	Char_pos_mean	Char_neg_mean	Char_pos_series	Char_neg_series	fname	Body_pos_mean	Body_neg_mean	Body_pos_series	Body_neg_series	fname	Attraction_mean	Attraction_series	fname	ME_series	ME_long	fname	HE_series	fname	CO_series
k00300002818	k00300002818§emotions_dataset.tsv	0.023093284715891827	0.00850805226374962	[0.16666666666666666, 0.16666666666666666, 0.8, 0.0, 1.0, 0.8, 0.6, 0.8, 1.4, 1.8, 0.6, 0.2, 0.4, 0.8, 0.0, 0.6, 1.0, 0.8, 2.4, 0.8]	[0.3333333333333333, 0.16666666666666666, 0.0, 0.2, 0.2, 0.6, 0.2, 0.0, 1.6, 0.2, 0.2, 0.0, 0.2, 0.0, 0.2, 0.0, 0.4, 0.4, 0.2, 0.4]	k00300002818§character_dataset.tsv	0.00850805226374962	0.0027347310847766638	[0.5, 0.16666666666666666, 0.4, 0.0, 0.2, 0.6, 0.0, 0.0, 0.6, 1.2, 0.2, 0.8, 0.2, 0.0, 0.0, 0.2, 0.0, 0.0, 0.2, 0.2]	[0.16666666666666666, 0.0, 0.0, 0.4, 0.2, 0.8, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	k00300002818§body_dataset.tsv	0.024612579762989972	0.002127013065937405	[1.3333333333333333, 0.16666666666666666, 2.0, 0.6, 0.6, 1.0, 0.4, 0.2, 2.4, 3.6, 0.6, 0.6, 0.6, 0.2, 0.6, 0.0, 0.0, 0.2, 0.8, 0.0]	[0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.2, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.2, 0.0]	k00300002818§attraction_dataset.tsv	0.05591005773321179	[0.5, 0.5, 2.2, 0.6, 1.4, 3.0, 1.4, 0.6, 6.0, 8.6, 1.2, 0.6, 1.4, 1.2, 1.6, 0.4, 0.8, 1.0, 2.6, 1.0]	k00300002818§ME.tsv	[0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]	3	k00300002818§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	k00300002818§CO.tsv	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
k00300002080	k00300002080§emotions_dataset.tsv	0.02769985974754558	0.005610098176718092	[0.5, 0.16666666666666666, 0.0, 1.5, 0.6666666666666666, 0.6666666666666666, 2.8, 0.4, 1.2, 0.8, 0.4, 0.2, 0.0, 0.0, 1.2, 1.6, 0.8, 1.2, 0.8, 0.2]	[0.0, 0.0, 0.0, 0.0, 0.5, 0.16666666666666666, 0.4, 0.0, 0.0, 0.2, 0.2, 0.0, 0.2, 0.0, 0.0, 0.6, 0.0, 0.2, 0.6, 0.0]	k00300002080§character_dataset.tsv	0.008064516129032258	0.00876577840112202	[0.0, 0.0, 0.5, 0.5, 0.3333333333333333, 0.0, 0.2, 0.0, 0.4, 0.8, 0.0, 0.0, 0.2, 0.2, 0.0, 0.6, 0.0, 0.4, 0.2, 0.0]	[0.0, 0.16666666666666666, 0.0, 0.16666666666666666, 0.5, 0.6666666666666666, 0.0, 0.0, 0.2, 0.4, 0.0, 0.0, 0.2, 0.8, 0.6, 0.2, 0.0, 0.0, 0.8, 0.0]	k00300002080§body_dataset.tsv	0.025946704067321177	0.001402524544179523	[0.3333333333333333, 0.0, 0.5, 3.1666666666666665, 0.8333333333333334, 0.8333333333333334, 2.0, 0.2, 0.6, 1.0, 0.2, 0.0, 0.4, 0.4, 0.4, 1.4, 1.2, 0.2, 0.0, 0.0]	[0.0, 0.0, 0.0, 0.0, 0.16666666666666666, 0.16666666666666666, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0]	k00300002080§attraction_dataset.tsv	0.028401122019635343	[0.3333333333333333, 0.0, 0.16666666666666666, 1.3333333333333333, 0.6666666666666666, 0.6666666666666666, 2.6, 0.0, 0.8, 1.0, 0.0, 0.0, 0.4, 0.4, 0.6, 3.8, 1.6, 1.0, 0.2, 0.0]	k00300002080§ME.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	7	k00300002080§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	k00300002080§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Die Quinns: Cameron$Kate Hoffmann$Baccara$Cora$[tiffany] Hoffmann, Kate & Rock, Joanne & Wilde, Lori & Jones, Lisa Renee - Tiffany Sexy Band 88.txt	Die Quinns: Cameron$Kate Hoffmann$Baccara$Cora$[tiffany] Hoffmann, Kate & Rock, Joanne & Wilde, Lori & Jones, Lisa Renee - Tiffany Sexy Band 88.txt§emotions_dataset.tsv	0.01568100358422939	0.005824372759856631	[0.0, 0.0, 0.0, 0.5, 0.75, 0.75, 0.5, 0.0, 0.5, 1.75, 0.75, 2.0, 2.3333333333333335, 2.3333333333333335, 4.333333333333333, 0.0, 0.3333333333333333, 1.0, 0.6666666666666666, 3.0]	[0.0, 0.0, 0.0, 0.5, 0.0, 0.25, 0.25, 0.0, 1.75, 0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 1.3333333333333333, 0.0, 1.3333333333333333, 0.3333333333333333, 1.0, 0.3333333333333333]	Die Quinns: Cameron$Kate Hoffmann$Baccara$Cora$[tiffany] Hoffmann, Kate & Rock, Joanne & Wilde, Lori & Jones, Lisa Renee - Tiffany Sexy Band 88.txt§character_dataset.tsv	0.00739247311827957	0.0006720430107526882	[0.0, 0.0, 0.0, 0.25, 1.0, 0.5, 1.5, 0.25, 0.5, 0.0, 0.75, 1.6666666666666667, 0.6666666666666666, 0.6666666666666666, 1.3333333333333333, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0]	[0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]	Die Quinns: Cameron$Kate Hoffmann$Baccara$Cora$[tiffany] Hoffmann, Kate & Rock, Joanne & Wilde, Lori & Jones, Lisa Renee - Tiffany Sexy Band 88.txt§body_dataset.tsv	0.034050179211469536	0.0020161290322580645	[0.0, 0.5, 0.0, 3.75, 6.75, 2.75, 5.5, 0.75, 1.25, 5.75, 4.0, 2.0, 0.3333333333333333, 4.0, 1.6666666666666667, 0.0, 0.0, 0.0, 0.0, 1.3333333333333333]	[0.0, 0.0, 0.0, 0.75, 0.25, 0.5, 0.0, 0.0, 0.25, 0.0, 0.25, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0]	Die Quinns: Cameron$Kate Hoffmann$Baccara$Cora$[tiffany] Hoffmann, Kate & Rock, Joanne & Wilde, Lori & Jones, Lisa Renee - Tiffany Sexy Band 88.txt§attraction_dataset.tsv	0.09206989247311828	[0.0, 0.0, 0.25, 6.75, 13.25, 8.0, 12.0, 2.75, 5.5, 13.5, 11.5, 7.666666666666667, 1.3333333333333333, 13.333333333333334, 9.666666666666666, 0.3333333333333333, 1.0, 1.6666666666666667, 0.0, 4.0]	Die Quinns: Cameron$Kate Hoffmann$Baccara$Cora$[tiffany] Hoffmann, Kate & Rock, Joanne & Wilde, Lori & Jones, Lisa Renee - Tiffany Sexy Band 88.txt§ME.tsv	[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]	1	Die Quinns: Cameron$Kate Hoffmann$Baccara$Cora$[tiffany] Hoffmann, Kate & Rock, Joanne & Wilde, Lori & Jones, Lisa Renee - Tiffany Sexy Band 88.txt§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	Die Quinns: Cameron$Kate Hoffmann$Baccara$Cora$[tiffany] Hoffmann, Kate & Rock, Joanne & Wilde, Lori & Jones, Lisa Renee - Tiffany Sexy Band 88.txt§CO.tsv	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
k00300002561	k00300002561§emotions_dataset.tsv	0.027303754266211604	0.02940404305592019	[1.25, 1.0, 1.25, 0.25, 0.25, 1.75, 1.0, 0.25, 1.5, 3.0, 3.25, 2.0, 0.0, 1.5, 1.75, 0.0, 0.5, 2.0, 3.0, 1.6666666666666667]	[3.25, 4.0, 3.25, 0.25, 0.25, 1.0, 0.0, 2.0, 0.5, 1.0, 2.5, 3.5, 0.25, 0.75, 1.25, 0.0, 0.0, 3.0, 1.3333333333333333, 0.3333333333333333]	k00300002561§character_dataset.tsv	0.014702021527960095	0.021265423995799424	[0.5, 0.25, 0.75, 0.25, 0.75, 0.5, 0.0, 1.0, 1.25, 1.0, 3.0, 2.75, 0.0, 0.25, 0.75, 0.0, 0.25, 0.5, 0.0, 0.3333333333333333]	[2.25, 2.75, 3.0, 0.0, 0.0, 1.0, 0.75, 1.5, 0.75, 1.5, 1.25, 1.5, 0.5, 0.75, 1.25, 0.0, 0.0, 0.25, 1.6666666666666667, 0.0]	k00300002561§body_dataset.tsv	0.043055920189025994	0.004463113678130743	[6.0, 3.0, 2.75, 0.0, 0.25, 5.5, 2.75, 0.0, 2.75, 4.5, 6.5, 3.0, 0.0, 0.75, 0.75, 0.0, 0.0, 1.0, 0.6666666666666666, 1.3333333333333333]	[0.75, 0.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.25, 0.25, 0.0, 0.0, 0.25, 0.0, 0.0, 0.25, 0.3333333333333333, 0.3333333333333333]	k00300002561§attraction_dataset.tsv	0.09923864531373064	[7.75, 8.75, 8.25, 0.0, 1.25, 10.75, 3.0, 1.5, 5.5, 11.0, 17.25, 12.5, 0.5, 1.75, 1.25, 0.25, 0.25, 1.0, 0.6666666666666666, 2.0]	k00300002561§ME.tsv	[0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]	2	k00300002561§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	k00300002561§CO.tsv	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
k00300002148	k00300002148§emotions_dataset.tsv	0.029365700861393892	0.0274079874706343	[1.75, 0.0, 0.0, 2.0, 0.5, 2.25, 1.5, 1.5, 1.0, 0.6666666666666666, 0.3333333333333333, 2.0, 0.6666666666666666, 2.0, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.3333333333333333, 4.0]	[0.25, 0.25, 0.25, 0.75, 1.5, 0.25, 0.5, 1.25, 1.5, 0.3333333333333333, 0.0, 1.0, 3.0, 1.3333333333333333, 0.6666666666666666, 1.0, 2.3333333333333335, 2.6666666666666665, 2.0, 0.3333333333333333]	k00300002148§character_dataset.tsv	0.008613938919342208	0.004698512137823023	[0.5, 0.0, 0.0, 0.0, 0.25, 0.0, 0.25, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 2.3333333333333335]	[0.0, 0.0, 0.0, 0.0, 0.5, 0.25, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 1.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0]	k00300002148§body_dataset.tsv	0.01957713390759593	0.00274079874706343	[1.0, 0.25, 0.0, 0.25, 1.5, 1.5, 1.0, 1.75, 0.25, 0.0, 0.6666666666666666, 1.0, 0.6666666666666666, 0.6666666666666666, 1.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 1.6666666666666667]	[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.25, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.3333333333333333]	k00300002148§attraction_dataset.tsv	0.04620203602192639	[0.5, 0.25, 0.0, 1.25, 0.75, 3.5, 2.25, 3.75, 3.25, 0.6666666666666666, 0.6666666666666666, 1.0, 0.6666666666666666, 3.0, 2.0, 3.6666666666666665, 1.0, 0.6666666666666666, 0.3333333333333333, 5.0]	k00300002148§ME.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	4	k00300002148§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	k00300002148§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
k00300002275	k00300002275§emotions_dataset.tsv	0.006381039197812215	0.013217866909753875	[0.0, 0.0, 0.75, 0.0, 0.25, 0.25, 0.25, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.0]	[0.25, 0.25, 0.25, 0.0, 0.75, 0.5, 2.5, 0.0, 0.6666666666666666, 0.0, 1.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666]	k00300002275§character_dataset.tsv	0.0013673655423883319	0.0054694621695533276	[0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0]	[0.0, 0.25, 0.5, 0.0, 0.0, 0.25, 1.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333]	k00300002275§body_dataset.tsv	0.008659981768459436	0.0009115770282588879	[0.25, 0.25, 0.0, 0.5, 0.0, 0.5, 1.0, 0.0, 1.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333]	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	k00300002275§attraction_dataset.tsv	0.005925250683682771	[0.0, 0.0, 0.5, 0.25, 0.25, 0.0, 0.0, 0.0, 1.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.0, 1.0]	k00300002275§ME.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]	5	k00300002275§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	k00300002275§CO.tsv	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
k00300002828	k00300002828§emotions_dataset.tsv	0.018867924528301886	0.01179245283018868	[0.6666666666666666, 1.4, 0.4, 0.4, 0.8, 0.6, 0.8, 1.4, 0.2, 0.4, 1.4, 1.0, 1.6, 0.2, 0.2, 0.4, 0.4, 0.8, 1.0, 0.2]	[0.16666666666666666, 0.6, 0.2, 0.6, 0.0, 0.8, 0.0, 1.0, 1.0, 0.0, 0.4, 0.4, 0.6, 0.2, 0.6, 0.4, 0.4, 1.2, 0.2, 0.2]	k00300002828§character_dataset.tsv	0.004454926624737945	0.006551362683438155	[0.16666666666666666, 0.2, 0.0, 0.0, 0.2, 0.4, 0.0, 1.2, 0.0, 0.0, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.0, 0.0, 0.0, 0.0]	[0.16666666666666666, 0.4, 0.0, 0.0, 0.8, 0.4, 0.2, 0.8, 0.4, 0.0, 0.4, 0.2, 0.0, 0.0, 0.0, 0.4, 0.0, 0.6, 0.0, 0.2]	k00300002828§body_dataset.tsv	0.017557651991614256	0.002882599580712788	[1.3333333333333333, 0.8, 0.4, 0.8, 0.6, 0.6, 0.0, 2.2, 1.0, 0.0, 1.2, 1.2, 0.6, 0.4, 0.2, 0.6, 0.2, 0.0, 0.6, 0.4]	[0.16666666666666666, 0.2, 0.0, 0.0, 0.0, 0.4, 0.2, 0.2, 0.0, 0.4, 0.2, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.2, 0.0, 0.0]	k00300002828§attraction_dataset.tsv	0.04140461215932914	[1.3333333333333333, 0.4, 0.2, 2.0, 1.2, 1.0, 0.0, 4.6, 2.2, 0.2, 5.6, 1.8, 4.0, 2.2, 2.0, 0.6, 0.4, 0.8, 0.4, 0.4]	k00300002828§ME.tsv	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]	4	k00300002828§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	k00300002828§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
Heute nicht nach morgen fragen$Michaela Andrée$Siliva Gold$Bastei$9783732593323.txt	Heute nicht nach morgen fragen$Michaela Andrée$Siliva Gold$Bastei$9783732593323.txt§emotions_dataset.tsv	0.007739307535641548	0.006924643584521385	[0.0, 0.75, 0.5, 0.25, 0.25, 0.0, 0.3333333333333333, 0.0, 0.0, 1.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.6666666666666666]	[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 1.6666666666666667, 0.0, 0.6666666666666666, 1.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Heute nicht nach morgen fragen$Michaela Andrée$Siliva Gold$Bastei$9783732593323.txt§character_dataset.tsv	0.005295315682281059	0.016293279022403257	[0.0, 0.25, 0.0, 0.0, 0.25, 0.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 1.0, 0.3333333333333333]	[1.5, 0.5, 2.0, 1.25, 0.0, 1.0, 1.0, 0.0, 0.6666666666666666, 2.3333333333333335, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Heute nicht nach morgen fragen$Michaela Andrée$Siliva Gold$Bastei$9783732593323.txt§body_dataset.tsv	0.007331975560081467	0.0028513238289205704	[1.0, 0.5, 0.5, 0.0, 0.0, 0.5, 1.0, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0]	[0.0, 0.25, 0.5, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0]	Heute nicht nach morgen fragen$Michaela Andrée$Siliva Gold$Bastei$9783732593323.txt§attraction_dataset.tsv	0.012219959266802444	[0.75, 1.5, 0.5, 0.5, 0.25, 1.25, 0.6666666666666666, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 1.3333333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.3333333333333333]	Heute nicht nach morgen fragen$Michaela Andrée$Siliva Gold$Bastei$9783732593323.txt§ME.tsv	[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]	5	Heute nicht nach morgen fragen$Michaela Andrée$Siliva Gold$Bastei$9783732593323.txt§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	Heute nicht nach morgen fragen$Michaela Andrée$Siliva Gold$Bastei$9783732593323.txt§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
k00300002129	k00300002129§emotions_dataset.tsv	0.02880658436213992	0.025605852766346592	[0.75, 0.25, 0.75, 1.25, 1.3333333333333333, 0.3333333333333333, 0.3333333333333333, 2.3333333333333335, 0.6666666666666666, 0.0, 0.6666666666666666, 0.0, 1.3333333333333333, 2.3333333333333335, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 1.6666666666666667, 3.3333333333333335, 1.3333333333333333]	[1.0, 0.25, 0.0, 1.75, 0.6666666666666666, 0.3333333333333333, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.6666666666666666, 1.3333333333333333, 0.3333333333333333, 1.3333333333333333, 2.0, 0.6666666666666666, 2.3333333333333335]	k00300002129§character_dataset.tsv	0.007315957933241884	0.006401463191586648	[0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 1.0, 0.0, 0.3333333333333333, 1.0, 0.0, 0.0, 0.0, 0.6666666666666666, 1.0, 0.3333333333333333]	[0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3333333333333333, 0.0, 1.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.0, 1.3333333333333333]	k00300002129§body_dataset.tsv	0.04618198445358939	0.00411522633744856	[1.0, 0.75, 0.0, 1.0, 4.333333333333333, 0.0, 4.0, 2.6666666666666665, 0.3333333333333333, 0.0, 2.0, 1.0, 1.0, 3.3333333333333335, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 4.0, 4.666666666666667, 1.6666666666666667]	[0.0, 0.25, 0.0, 0.25, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.3333333333333333, 0.0, 0.0, 0.0, 0.0]	k00300002129§attraction_dataset.tsv	0.04709647919524463	[0.5, 0.25, 0.5, 1.5, 3.3333333333333335, 0.6666666666666666, 0.3333333333333333, 2.3333333333333335, 0.6666666666666666, 0.0, 1.3333333333333333, 1.0, 1.3333333333333333, 5.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 4.0, 6.0, 3.6666666666666665]	k00300002129§ME.tsv	[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]	3	k00300002129§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	k00300002129§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
k00300002177	k00300002177§emotions_dataset.tsv	0.015614156835530881	0.02255378209576683	[0.25, 0.25, 0.0, 0.25, 0.0, 0.25, 0.0, 0.25, 0.25, 0.25, 1.5, 1.75, 1.25, 0.0, 0.0, 1.0, 0.75, 0.5, 0.0, 3.6666666666666665]	[0.5, 0.25, 0.25, 0.0, 0.25, 0.75, 0.5, 0.5, 1.25, 0.75, 2.75, 0.25, 2.0, 0.0, 1.75, 0.0, 2.0, 0.5, 2.0, 0.6666666666666666]	k00300002177§character_dataset.tsv	0.005204718945176961	0.003816793893129771	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 1.25, 0.0, 0.5, 0.0, 0.5, 0.75, 0.25, 0.0, 0.0, 0.3333333333333333]	[0.0, 0.0, 0.25, 0.0, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0, 0.5, 0.0, 0.5, 0.0, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0]	k00300002177§body_dataset.tsv	0.012144344205412909	0.0024288688410825814	[0.25, 0.0, 1.25, 0.25, 0.0, 0.25, 0.5, 0.75, 1.0, 0.75, 0.5, 0.5, 0.75, 0.0, 0.0, 0.25, 0.25, 0.75, 0.3333333333333333, 0.6666666666666666]	[0.0, 0.0, 0.25, 0.0, 0.0, 0.25, 0.25, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.25, 0.0, 0.0, 0.0]	k00300002177§attraction_dataset.tsv	0.01943095072866065	[0.75, 0.75, 1.25, 0.75, 0.0, 0.0, 0.0, 0.5, 0.75, 0.0, 2.0, 1.5, 0.5, 0.0, 0.75, 1.25, 1.25, 0.25, 1.0, 1.3333333333333333]	k00300002177§ME.tsv	[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]	3	k00300002177§HE.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	k00300002177§CO.tsv	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
